
locality,home_type,subtype,price,type_of_sale,room,area,equipped,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_land_area,facades,swimming_pool,state_of_building
 Rue du Hangar,Maison,,331200,,,,,0,,,,,, 3.58 ares,,0, Bien neuf
 Rue Grandrieu 30,Maison,,335000,,,,,0,,,,,, 28.5 ares,,0,
 Rue du Roi Chevalier  4.2,Appartement,,335000,,,,,0,,,,,,,,0, Bien neuf
 Ketsersstraat 6,Appartement,,338000,,,,,0,,,,,, 1.26 are,,0, Bien neuf
 Ketsersstraat 6,Appartement,,338000,,,,,0,,,,,, 1.26 are,,0, Bien neuf
 Rue de la Crête,Villa,,338300,,,,,0,,,,,, 7.73 ares,,0, Bien neuf
,Maison,,340000,,,,,,,,,,, 24 ares,,0,
,Maison,,340408,,,,,,,,,,, 6.97 ares,,0, Bien neuf
 Rue Antoine Nélis,Maison,,345300,,,,,0,,,,,, 5.26 ares,,0, Bien neuf
,Maison,,350000,,,,,0,,,,,,,,0,
 Brialmontlei 68,Appartement,,350000,,1,,,0,,,,,, 4.6 ares,,0,
 Avenue de la reine 271,Appartement,,350000,,,,,0,,,,,,,,0,
 Avenue de la reine 271,Appartement,,350000,,,,,0,,,,,,,,0,
 Rue Antoine Nélis,Maison,,351100,,,,,0,,,,,, 5.7 ares,,0, Bien neuf
 Rue Antoine Nélis,Maison,,354600,,,,,0,,,,,, 5.82 ares,,0, Bien neuf
 Rue de la Botte d'asperges,Villa,,355400,,,,,0,,,,,, 5.38 ares,,0, Bien neuf
 Rue Antoine Nélis,Maison,,355500,,,,,0,,,,,, 5.46 ares,,0, Bien neuf
 Charles de Kerchovelaan 377,Appartement,,358000,,,,,0,,,,,, 4.25 ares,,0, Rénové
 Kempstraat 115,Maison,,359000,,,,,0,,,,,, 0.72 are,,0, Rénové
 Koning Albertstraat 24,Appartement,,359000,,,,,0,,,,,,,,0,
 Waterloos 14,Maison,,359000,,,,,0,,,,,, 10.68 ares,,0,
 Noordstraat 18,Maison,,360000,,,,,0,,,,,,,,0,
 Veldstraat 30,Maison,,360000,,,,,0,,,,1, 1.46 are, 3.41 ares,,0,
 Rue de la Botte d'asperges,Villa,,360100,,,,,0,,,,,, 6.48 ares,,0, Bien neuf
 Rue de la Botte d'asperges,Villa,,360400,,,,,0,,,,,, 6.71 ares,,0, Bien neuf
 Dijlestraat 52,Loft,,360500,,,,,0,,,,,, 7.8 ares,,0,
 Rue Cléchêne - Rue des Biolettes,Maison,,362500,,,,,0,,,,,, 6.16 ares,,0, Bien neuf
,Appartement,,362500,,,,,0,,,,,,,,0,
,Maison,,365000,,,,,0,,,,,,,,0, Bien neuf
 Hoogstraat 5,Appartement,,365000,,,,,0,,,,,,,,0,
 Rue Antoine Nélis,Maison,,366800,,,,,0,,,,,, 11.18 ares,,0, Bien neuf
 Rue Cléchêne - Rue des Biolettes,Maison,,367800,,,,,0,,,,,, 6.84 ares,,0, Bien neuf
 Rue Cléchêne - Rue des Biolettes,Maison,,368600,,,,,0,,,,,, 6.65 ares,,0, Bien neuf
 Broechemsesteenweg 232,Maison,,369000,,,,,0,,,,,,,,0,
 Eugeen Woutersstraat 34,Rez-de-chaussée,,369000,,,,,0,,,,,,,,0,
 Rue Antoine Nélis,Maison,,369100,,,,,0,,,,,, 5.93 ares,,0, Bien neuf
,Maison,,375000,,,,,0,,,,,,,,0,
 Rue de la Botte d'asperges,Villa,,375500,,,,,0,,,,,, 6.01 ares,,0, Bien neuf
 Rue Antoine Nélis,Maison,,378400,,,,,0,,,,,, 6.22 ares,,0, Bien neuf
 Ouwegemstraat 46,Maison,,379000,,,,,0,,,,,, 8.4 ares,,0, Bien neuf
 Rue du Roi Chevalier  4.2,Appartement,,379000,,,,,0,,,,,,,,0, Bien neuf
,Maison,,380000,,,,,,,,,,, 7.86 ares,,0, Bien neuf
 Rue de la Botte d'asperges,Villa,,382100,,,,,0,,,,,, 7.84 ares,,0, Bien neuf
 Dikkenbos 62,Maison,,385000,,,,,0,,,,,,,,0,
,Villa,,385000,,,,,0,,,,,,,,0,
 Martinegatstraat 14,Maison,,385000,,,,,0,,,,,, 6.27 ares,,0,
 Irène Joliotstraat 30,Maison,,389000,,,,,0,,,,,,,,0,
 avenue des buissonnets 55,Duplex,,389000,,,,,0,,,,1, 1 are, 2.75 ares,,0, Rénové
 Luitenant Naeyaertplein 7,Appartement,,390000,,,,,0,,,,,,,,0, Rénové
 Kerkplein 2 - 3,Maison,,395000,,,,,0,,,,,, 3.64 ares,,0,
 Le Nouveau Monde 5,Maison,,395000,,,,,0,,,,,, 327.67 ares,,0,
 Jan van Rijswijcklaan 172,Appartement,,398500,,,,,0,,,,,,,,0,
 Kemelstraat 13,Maison,,399000,,,,,0,,,,,, 1.04 are,,0, Besoin de travaux
 Rue du Roi Chevalier  4.2,Appartement,,399000,,,,,0,,,,,,,,0, Bien neuf
 Distellaan 75,Maison,,399000,,,,,0,,,,1, 0.25 are, 1.22 are,,0,
 Leenstraat 33,Maison,,399000,,,,,0,,,,,, 1.33 are,,0,
 Ingelmunstersteenweg 197,Maison,,399500,,,,,0,,,,,, 18.34 ares,,0,
 Ingelmunstersteenweg 197,Maison,,399500,,,,,0,,,,,, 18.34 ares,,0,
 Rue de la Botte d'asperges,Villa,,404900,,,,,0,,,,,, 8.39 ares,,0, Bien neuf
 Rue de la Botte d'asperges,Villa,,405100,,,,,0,,,,,, 7.73 ares,,0, Bien neuf
 Rue de la Botte d'asperges,Villa,,415200,,,,,0,,,,,, 9.31 ares,,0, Bien neuf
,Appartement,,419000,,,,,0,,,,,,,,0,
,Loft,,419000,,,,,,,,,,,,,0,
 Gravinnestraat 13,Maison,,420000,,,,,0,,,,,, 5.8 ares,,0, Bien neuf
 Zwaluwlaan 21,Maison,,420000,,,,,0,,,,,, 2.96 ares,,0,
,Maison,,420000,,,,,0,,,,,,,,0,
 Franslaan 37A,Appartement,,420000,,,,,0,,,,,, 0.72 are,,0, Bien neuf
 Rue de la Botte d'asperges,Villa,,420400,,,,,0,,,,,, 9.41 ares,,0, Bien neuf
 Koning Albertlei 67,Maison,,425000,,,,,0,,,,1, 3 ares, 4.06 ares,,0,
 Esdoornlaan 10,Villa,,425000,,,,,0,,,,,,,,0, Bien neuf
,Rez-de-chaussée,,425000,,,,,0,,,,,,,,0, Bien neuf
 Chemin de Mons 125,Villa,,425000,,,,,0,,,,,,,,0,
,Maison,,425000,,,,,0,,,,1, 0.8 are, 1.65 are,,0,
 Vosseslag 143,Appartement,,425000,,,,,0,,,,,,,,0,
 Van Immerseelstraat  1F,Maison,,429000,,,,,0,,,,1, 0.92 are, 3.08 ares,,0,
,Maison,,435000,,,,,,,,,,, 2.8 ares,,0,
,Maison,,435000,,,,,,,,,,, 15.05 ares,,0,
 Henri Dunantlaan 22,Immeuble,,435000,,,,,0,,,,,,,,0,
 Bouwelsesteenweg 70,Maison,,439000,,,,,0,,,,,,,,0,
 Doornzelestraat 23-31,Appartement,,441000,,,,,0,,,,,, 65.79 ares,,0,
,Appartement,,445000,,,,,0,,,,,,,,0,
 Leopoldlaan 65,Appartement,,449000,,,,,0,,,,,, 0.75 are,,0,
 Rue Hydraulique 6,Appartement,,449000,,,,,0,,,,,, 4.89 ares,,0, Bien neuf
 Rue de la Résistance 5B,Villa,,450000,,,,,0,,,,1, 27 ares, 28.87 ares,,0,
,Maison,,450000,,,,,0,,,,,,,,0,
 Rue de Paris 12,Ferme,,455000,,,,,0,,,,,, 22 ares,,0,
 Peter Benoitlaan 33,Maison,,460000,,,,,0,,,,1, 1.2 are, 2.27 ares,,0,
,Maison,,470000,,,,,,,,,,, 17 ares,,0,
,Maison,,470000,,,,,,,,,,, 17 ares,,0,
 Grote Markt 53,Appartement,,475000,,,,,0,,,,,,,,0, Bien neuf
 Charles Quint 382,Appartement,,475000,,,,,0,,,,,,,,0, Rénové
,Villa,,476500,,,,,,,,,1, 11.5 ares, 11.5 ares,,0, Bien neuf
 Heksestraat 94,Maison,,479000,,,,,0,,,,,,,,0,
,Villa,,479500,,,,,0,,,,,,,,0,
 Aartselaarstraat 27,Maison,,485000,,,,,0,,,,1, 1.52 are, 3.5 ares,,0, Rénové
 Achterstraat 124,Appartement,,485000,,,,,0,,,,,,,,0,
 Peeshoek 17c,Villa,,489000,,,,,0,,,,,, 11.53 ares,,0, Bien neuf
 Grote Markt 53,Appartement,,490000,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,490000,,,,,,,,,,,,,0,
,Villa,,495000,,,,,0,,,,,,,,0,
 Grote Markt 53,Appartement,,495000,,,,,0,,,,,,,,0, Bien neuf
 Kloosterstraat 42,Maison,,495000,,,,,0,,,,,, 2.27 ares,,0,
 Naaamsesteenweg 210,Maison,,505000,,,,,0,,,,,,,,0,
 Grote Markt 53,Appartement,,520000,,,,,0,,,,,,,,0, Bien neuf
 Korte Werf 9,Penthouse,,520000,,,,,0,,,,,,,,0,
 Rijksweg 186,Villa,,525000,,,,,0,,,,,, 9.5 ares,,0, Bien neuf
 Rijksweg 186,Villa,,525000,,,,,0,,,,,, 9.5 ares,,0, Bien neuf
 Trapstraat 39,Immeuble,,525000,,,,,0,,,,,, 1.23 are,,0,
 Grote Markt 53,Appartement,,530000,,,,,0,,,,,,,,0, Bien neuf
 Schorrenpad 18,Villa,,530000,,,,,0,,,,,, 11.43 ares,,0, Bien neuf
 Belgiëlei 197,Penthouse,,539000,,,,,0,,,,,,,,0,
 Belgiëlei 197,Penthouse,,539000,,,,,0,,,,,,,,0,
,Maison,,540000,,,,,0,,,,,,,,0,
 Rue de Chambery 50,Duplex,,550000,,,,,0,,,,,, 0.92 are,,0,
 Rue du Mont Saint-Martin 34,Maison,,550000,,,,,0,,,,,, 1.65 are,,0,
,Rez-de-chaussée,,550000,,,,,0,,,,,,,,0, Bien neuf
 Grote Markt 53,Appartement,,560000,,,,,0,,,,,,,,0, Bien neuf
 Schrijbergstraat 56,Villa,,565000,,,,,0,,,,,,,,0,
 Route d'Hacquegnies 45,Immeuble,,565000,,,,,0,,,,,, 35 ares,,0,
 Doornzelestraat 23-31,Maison,,568000,,,,,0,,,,,, 65.79 ares,,0,
 Grote Markt 14,Appartement,,580000,,,,,0,,,,,,,,0, Bien neuf
 Grote Markt 53,Appartement,,580000,,,,,0,,,,,,,,0, Bien neuf
 Wispelbergstraat 3,Appartement,,583000,,,,,0,,,,1, 1.42 are, 2.92 ares,,0,
,Villa,,585000,,,,,0,,,,,,,,0,
,Bungalow,,585000,,,,,0,,,,,,,,0,
,Appartement,,590000,,,,,0,,,,,,,,0, Bien neuf
 Kauwentijnestraat 13,Maison,,592000,,,,,0,,,,,, 20.14 ares,,0,
,Appartement,,595000,,,,,0,,,,,,,,0, Bien neuf
,Maison,,599000,,,,,,,,,,, 40 ares,,0,
,Maison,,600000,,,,,,,,,1, 327.67 ares, 327.67 ares,,0,
,Appartement,,615000,,,,,0,,,,,,,,0, Bien neuf
 Zeedijk 121 - 0301,Appartement,,625000,,,,,0,,,,,, 1.03 are,,0, Rénové
 Kroonlaan 22,Villa,,630000,,,,,0,,,,,, 5.41 ares,,0, Bien neuf
,Villa,,645000,,,,,0,,,,,,,,0,
 Adolf Buylstraat 56,Appartement,,645000,,,,,0,,,,,,,,0,
,Maison,,649000,,,,,,,,,,, 30 ares,,0,
 Malehoeklaan 119,Villa,,649000,,,,,0,,,,,, 7.95 ares,,0, Bien neuf
 Achterstraat 12,Villa,,650000,,,,,0,,,,,, 8.95 ares,,0, Bien neuf
 Achterstraat 12,Villa,,650000,,,,,0,,,,,, 8.95 ares,,0, Bien neuf
 Esplanade 21,Maison,,650000,,,,,0,,,,,, 10.45 ares,,0, Bien neuf
,Villa,,650000,,,,,0,,,,,,,,0,
,Penthouse,,650000,,,,,0,,,,,,,,0,
,Appartement,,665000,,,,,,,,,,,,,0, Bien neuf
 Henri Lebbestraat 46,Maison,,665000,,,,,0,,,,,, 6.67 ares,,0, Bien neuf
 Henri Lebbestraat 46,Maison,,665000,,,,,0,,,,,, 6.67 ares,,0, Bien neuf
 zeedijk 69,Appartement,,675000,,,,,0,,,,,, 15 ares,,0,
,Villa,,675000,,,,,0,,,,,,,,0,
,Villa,,675000,,,,,0,,,,,,,,0,
 Paardestraat 39,Maison,,678000,,,,,0,,,,,, 11.34 ares,,0,
 Poletsestraat 34,Maison,,685000,,,,,,,,,,, 34.96 ares,,0,
 Koningin Astridlaan 37C,Appartement,,695000,,,,,0,,,,,,,,0,
 Rue le Tintoret 17,Appartement,,695000,,,,,0,,,,,, 3.3 ares,,0,
 Zeedijk 54/0702,Appartement,,695000,,,,,0,,,,,, 0.87 are,,0, Rénové
,Penthouse,,725000,,,,,0,,,,,,,,0,
 Bosstraat 16,Villa,,730000,,,,,0,,,,,,,,0,
,Appartement,,750000,,,,,0,,,,,,,,0,
 Goudenregenpad 3,Villa,,750000,,,,,0,,,,1, 5.06 ares, 5.06 ares,,0,
,Maison,,780000,,,,,0,,,,,,,,0,
 Watermuntstraat 1,Villa,,795000,,,,,0,,,,,,,,0,
 Albert I laan 64E,Appartement,,840000,,,,,0,,,,,, 1.14 are,,0, Bien neuf
,Appartement,,845000,,,,,0,,,,,,,,0,
,Appartement,,845000,,,,,0,,,,,,,,0,
,Appartement,,950000,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,975500,,,,,0,,,,,,,,0, Bien neuf
 De Klerckstraat 1,Appartement,,985000,,,,,0,,,,,, 2.7 ares,,0,
 Prins Albertlei 22,Appartement,,990000,,,,,0,,,,,,,,0,
 Prins Albertlei 22,Appartement,,990000,,,,,0,,,,,,,,0,
 Vilvoordsesteenweg 144,Villa,,990000,,,,,0,,,,,, 17.8 ares,,0,
 Duivenlaan 3,Maison,,075000,,,,,0,,,,,, 1.16 are,,0,
 Groeneweg 167,Maison,,450000,,,,,0,,,,,, 327.67 ares,,0, Besoin de travaux
 Oostveld Kouter 112,Villa,,495000,,,,,0,,,,,, 94.7 ares,,0,
,Maison,,485000,,,,,0,,,,1, 2 ares, 3.1 ares,,0,
,Villa,,950000,,,,,0,,,,,,,,0,
 Vlietestraat 129,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
,Villa,,Nousconsulter,,,,,0,,,,,,,,0,
,Maison,,Nousconsulter,,,,,0,,,,,,,,0,
 Eksterstraat 40,Villa,,Nousconsulter,,,,,0,,,,,,,,0, Bien neuf
,Maison,,Nousconsulter,,,,,,,,,,, 327.67 ares,,0,
,Villa,,Nousconsulter,,,,,,,,,1, 9.02 ares, 9.02 ares,,0, Bien neuf
 Wakkensesteenweg 16,Maison,,Nousconsulter,,,,,0,,,,,, 11 ares,,0,
 Tier de Rinze  37/13,Mobile,,14000,,,,,0,,,,,, 1.98 are,,0,
 Domaine du Val d'Oise - Allée du Rond Point 192,Maison,,15000,,,,,0,,,,,, 2.32 ares,,0,
 Allée des Merles 130,Chalet,,18000,,1,,,0,,,,,, 2.15 ares,,0,
 Place Frédéric 3,Maison,,20000,,,,,0,,,,,,,,0,
" Tier dè Rinze, Rue des Roses 37/130",Mobile,,25000,,,,,0,,,,,, 2 ares,,0,
 Rue de l'Espinette 21 / 20,Appartement,,39000,,1,,,0,,,,,,,,0, Rénové
 Zeedijk 96,Studio,,40000,,1,,,0,,,,,,,,0,
 Rue Quéwette 7,Maison,,40000,,,,,0,,,,,, 3.8 ares,,0,
 Avenue Roosevelt 46/1,Appartement,,45000,,1,,,0,,,,,,,,0,
 Rue de Vierset 143,Maison,,45000,,,,,0,,,,,, 7.55 ares,,0,
 Rue de l'Athénée 16,Maison,,49900,,,,,0,,,,,,,,0,
 Rue de la Montagne 8,Maison,,53000,,,,,0,,,,,, 1.56 are,,0,
 Rogierlaan 20,Studio,,55000,,,,,0,,,,,, 0.45 are,,0, Besoin de travaux
 Pienshelling 2,Appartement,,55000,,1,,,0,,,,,, 0.31 are,,0, Bien neuf
 Rue de l'Espinette 21,Maison,,58000,,1,,,0,,,,1, 187.08 ares, 187.08 ares,,0,
 Chaussée de Renaix 137,Maison,,60000,,,,,0,,,,,, 3.1 ares,,0,
 Rue de L'Espinette 21 / 37,Maison,,62000,,1,,,0,,,,,, 187.08 ares,,0,
 Rue de L'Espinette 21 / 29,Maison,,62000,,1,,,0,,,,,, 187.08 ares,,0,
 Ruelle Basse 20,Maison,,63000,,,,,0,,,,,, 0.9 are,,0,
 Rue de la Station 37,Maison,,64000,,,,,0,,,,,,,,0,
 Louis De Brouckère  10,Maison,,64000,,,,,0,,,,,, 0.98 are,,0,
,Maison,,69000,,,,,0,,,,,,,,0,
 Rue Sainte-Catherine 13,Maison,,69000,,,,,0,,,,,, 1.55 are,,0,
 Rue Roua 24,Maison,,69000,,,,,0,,,,,,,,0,
 Zeedijk 96-103,Appartement,,69000,,,,,0,,,,,,,,0,
 Henri Jasparlaan 184,Studio,,69900,,,,,0,,,,,,,,0,
 Rue Neuve Chaussée 59,Maison,,70000,,1,,,0,,,,,,,,0,
 Rue du Gouffre 122,Maison,,70000,,,,,0,,,,,,,,0,
 Kruiskensheide 7,Maison,,70000,,1,,,0,,,,,, 0.4 are,,0,
 emile vandervelde 25,Appartement,,70000,,1,,,0,,,,1, 0.8 are, 0.8 are,,0,
 Impasse Hechelet 4,Maison,,72000,,,,,0,,,,,,,,0,
 Jules van den Heuvelstraat 5,Studio,,73000,,,,,0,,,,,,,,0,
 Fafchampstraat 7,Studio,,73900,,,,,0,,,,,, 3.87 ares,,0, Bien neuf
 Chaussée de Châtelet 42,Appartement,,75000,,,,,0,,,,,,,,0,
 Rue Puissant 374,Appartement,,75000,,1,,,,,,,,, 1.81 are,,0,
 Zeedijk 297,Studio,,75000,,,,,0,,,,,,,,0,
 J. Vanden Heuvelstraat 5,Studio,,75000,,,,,0,,,,,,,,0,
 Zeelaan 170,Studio,,75000,,,,,0,,,,,, 45.12 ares,,0, Bien neuf
 Rue Velbruck 6,Studio,,75000,,,,,0,,,,,,,,0,
 Boulevard d'Avroy 142,Studio,,75000,,,,,0,,,,,,,,0,
 Torhoutsesteenweg 36,Studio,,75000,,,,,0,,,,,,,,0,
 Rue Jules Despy 7,Maison,,75900,,,,,0,,,,,,,,0,
 Cour des Haies 29,Maison,,79000,,,,,0,,,,,,,,0,
,Maison,,79000,,,,,,,,,,, 0.95 are,,0,
 Oorlogsinvalidenlaan 3,Studio,,79000,,,,,0,,,,,,,,0,
 Alexandre Ponchonstraat 11,Studio,,79000,,,,,0,,,,,,,,0,
 Parklaan 3,Studio,,79000,,,,,0,,,,,,,,0,
 Rue Duval 36,Maison,,79000,,1,,,0,,,,,, 1.83 are,,0,
 Chaussée Freddy Terwagne 101,Maison,,79500,,,,,0,,,,,, 1.2 are,,0,
 Rue du Broux 45,Maison,,79500,,,,,0,,,,,, 1.16 are,,0,
 Duinkerkelaan 54,Studio,,79900,,,,,0,,,,,, 2.5 ares,,0,
 Weststraat 21,Studio,,80000,,,,,0,,,,,,,,0,
 Blokstraat,Maison,,80000,,1,,,0,,,,,, 1.2 are,,0, Bien neuf
 Rue Vinâve 36,Studio,,80000,,,,,0,,,,,,,,0,
 Franslaan 104,Studio,,80000,,,,,0,,,,,, 0.26 are,,0, Besoin de travaux
 Motstraat 50,Maison,,80000,,1,,,0,,,,,, 3.93 ares,,0,
 Motstraat 50,Maison,,80000,,1,,,0,,,,,, 3.93 ares,,0,
 De Smet de Naeyerlaan 24,Appartement,,82500,,1,,,0,,,,,, 0.44 are,,0,
 Zeedijk 169,Studio,,82500,,,,,0,,,,,,,,0,
 Zeedijk 98,Appartement,,85000,,,,,,,,,,,,,0,
 Leopoldlaan 137,Studio,,85000,,1,,,0,,,,,,,,0,
 De Grote Zeemeeuwen 110,Bungalow,,85000,,1,,,0,,,,,,,,0,
 richard heintz,Immeuble,,85000,,,,,0,,,,,,,,0,
 Leopoldlaan 118,Studio,,85000,,,,,0,,,,,,,,0,
 Rue de Gilly 764,Maison,,85000,,,,,0,,,,,, 4 ares,,0,
 rue de la carpe  11,Appartement,,85000,,1,,,0,,,,,,,,0,
 rue de la carpe  11,Maison,,85000,,1,,,0,,,,,,,,0,
 Rue D'Offignies 55,Maison,,85000,,1,,,0,,,,,,,,0,
 Zeelaan 170,Studio,,86500,,,,,0,,,,,, 44.52 ares,,0, Bien neuf
 Franslaan 100,Studio,,87000,,,,,0,,,,,,,,0,
 Franslaan 100,Studio,,87000,,,,,0,,,,,,,,0,
 Rue des Masuirs 225,Maison,,87500,,,,,0,,,,,, 6.5 ares,,0,
 de Limburg Stirumstraat 24,Appartement,,89000,,,,,,,,,,,,,0,
 Ruyffelaerekoer 20,Maison,,89000,,,,,0,,,,,, 0.82 are,,0,
 Rue de l'Industrie 43,Maison,,89000,,,,,0,,,,,,,,0,
 Chaussée de Tongres 128,Maison,,89500,,,,,0,,,,,, 1.84 are,,0,
 Rue sur Meuse  35,Appartement,,89900,,,,,0,,,,,,,,0,
 rue de Namur 18,Maison,,90000,,,,,0,,,,1, 1.97 are, 2.6 ares,,0,
 Cité Bourdon 5,Maison,,92000,,,,,0,,,,,,,,0,
 Paul de Smet de Naeyerstraat 34,Studio,,92000,,,,,0,,,,,,,,0,
 Montagne Sainte-Walburge 6,Studio,,92500,,,,,0,,,,,,,,0, Rénové
 Rue du Panorama 190,Maison,,92500,,1,,,0,,,,,, 0.35 are,,0,
 Rue Président Wilson,Studio,,95000,,,,,0,,,,,,,,0, Bien neuf
 Oude Vestingsstraat 15,Kot,,95000,,1,,,0,,,,,,,,0,
 zeedijk 336,Studio,,95000,,,,,,,,,,,,,0,
 Koninginnelaan 2A,Appartement,,95000,,1,,,0,,,,,,,,0,
 Montagne Sainte-Walburge 6,Appartement,,95000,,1,,,0,,,,,,,,0, Rénové
 Rue Adelson Castiaux 192,Maison,,95000,,,,,0,,,,1, 0.6 are, 2.1 ares,,0,
 Rue de la Duchère 81,Maison,,95000,,,,,0,,,,,, 1.8 are,,0,
 Rue Julien Durant 63,Maison,,95000,,,,,0,,,,,, 1.8 are,,0,
 Rue Président Wilson,Studio,,95600,,,,,0,,,,,,,,0, Bien neuf
 Leopoldlaan 135,Studio,,98000,,1,,,0,,,,,,,,0,
 Kinderlaan  69,Maison,,98000,,,,,0,,,,,,,,0,
,Studio,,99000,,1,,,0,,,,,,,,0,
,Appartement,,99000,,,,,0,,,,,,,,0,
,Maison,,99000,,,,,0,,,,,,,,0,
 Rue de Bruxelles 45,Maison,,99000,,,,,0,,,,,,,,0,
 Chaussée de Gilly 167,Maison,,99000,,,,,0,,,,,,,,0,
,Maison,,99000,,,,,,,,,,,,,0, Besoin de travaux
 Sint-Jansplein 58,Appartement,,99000,,1,,,0,,,,,,,,0,
 Sint-Jansplein 58,Penthouse,,99000,,1,,,0,,,,,,,,0,
 Leopoldlaan 137,Studio,,99000,,,,,0,,,,,,,,0,
 Paul De Smet De Naeyerstraat 34,Studio,,99000,,,,,0,,,,,,,,0,
 Vakantiestraat  3,Studio,,99000,,,,,0,,,,,,,,0,
 Quai du Barbou 37,Maison,,99000,,1,,,0,,,,,,,,0,
 Rue Henri Van Cutsem 18,Maison,,99000,,,,,0,,,,,, 2.7 ares,,0,
 Rue Biez du Moulin 133,Maison,,99000,,,,,0,,,,,, 1.3 are,,0,
 Rue Remi Cogghe 3,Maison,,99000,,,,,0,,,,,, 0.63 are,,0,
 Kipdorp 61,Studio,,99000,,1,,,0,,,,,,,,0,
 Rue des Remparts 53,Maison,,99000,,,,,0,,,,,,,,0,
 Rue de Gilly 179,Maison,,99000,,,,,0,,,,,, 0.9 are,,0,
 Koninginnelaan 20,Studio,,99500,,,,,0,,,,,, 8.26 ares,,0, Bien neuf
 Montagne Sainte-Walburge 6,Appartement,,99500,,1,,,0,,,,,,,,0, Rénové
 Rue Basse Marquet 31,Maison,,99500,,,,,0,,,,,, 1.9 are,,0,
 Rue de Morges 2/32,Appartement,,99500,,1,,,0,,,,,,,,0, Rénové
 Lange Lozanastraat 233,Appartement,,99500,,1,,,0,,,,,,,,0,
 Rue Reynier 3,Appartement,,99900,,1,,,0,,,,,,,,0,
,Rez-de-chaussée,,100000,,1,,,0,,,,,,,,0,
 Rue des Haies 105/3,Appartement,,100000,,,,,0,,,,,,,,0,
 Rue des Marmozets 11,Maison,,100000,,,,,0,,,,,,,,0,
 Rue de l'Incroyable 117,Maison,,100000,,,,,0,,,,1, 3 ares, 4.05 ares,,0,
 Rue Vinâve 36,Appartement,,100000,,1,,,0,,,,,,,,0,
 Rue Vinâve 36,Appartement,,100000,,1,,,0,,,,,,,,0,
 Koning Albert-I-laan 14,Appartement,,100000,,1,,,0,,,,,, 1.45 are,,0,
 Koninklijke Baan 359,Rez-de-chaussée,,100000,,1,,,0,,,,,, 0.45 are,,0, Rénové
 Rue Président Wilson,Studio,,101600,,,,,0,,,,,,,,0, Bien neuf
 rue fond saint anne,Appartement,,105000,,1,,,0,,,,,,,,0,
,Maison,,105000,,1,,,0,,,,,,,,0,
 Rue du Couvent 17,Maison,,105000,,,,,0,,,,,,,,0,
 Parklaan 21,Studio,,105000,,,,,0,,,,,,,,0,
 Jean van Hinsberghstraat 29,Studio,,105000,,,,,0,,,,,,,,0,
 Vakantiestraat 3,Studio,,105000,,,,,0,,,,,,,,0,
 Place des Combattants 13,Maison,,105000,,,,,0,,,,,, 0.55 are,,0,
 Rue à Paniers 15,Maison,,105000,,1,,,0,,,,,, 2.4 ares,,0,
 Zeedijk 96,Appartement,,105000,,,,,0,,,,,,,,0,
 Rue du Roitelet 77,Maison,,105000,,,,,0,,,,,, 1.27 are,,0,
 J. Casselaan  18 ,Studio,,107000,,,,,0,,,,,,,,0,
 Maurice Dumont 13,Maison,,108000,,,,,0,,,,,, 12.5 ares,,0,
,Appartement,,109000,,,,,0,,,,,,,,0,
 avenue Louis Libert 9/,Immeuble,,109000,,1,,,,,,,,, 5.46 ares,,0,
 boulevard mettewie 44,Studio,,109000,,,,,0,,,,,,,,0,
 Rue aux Laines 22,Appartement,,109000,,1,,,0,,,,,,,,0,
 Koninklijke Baan 65,Appartement,,109000,,1,,,0,,,,,, 3.06 ares,,0, Rénové
 Zeelaan 158,Studio,,109000,,,,,0,,,,,, 98.23 ares,,0, Bien neuf
 Italiëlei 11,Kot,,109000,,1,,,0,,,,,,,,0,
 rue de la carpe  9,Maison,,109000,,,,,0,,,,,,,,0,
 Derbylaan 72,Appartement,,109000,,1,,,0,,,,,,,,0,
 Koninklijke Baan 359,Appartement,,109000,,1,,,0,,,,,, 36.48 ares,,0, Rénové
 Marie-Josélaan 6,Appartement,,109000,,1,,,0,,,,,,,,0,
 Ives-Sabin Maghermanlaan 30,Maison,,110000,,,,,0,,,,,, 0.7 are,,0, Bien neuf
 Raversijdestraat 27,Appartement,,110000,,1,,,0,,,,,,,,0,
 Zeedijk 262,Studio,,110000,,1,,,0,,,,,,,,0,
 rue de bethleem  124,Appartement,,110000,,,,,0,,,,,,,,0,
 Prof. Blanchardlaan 10,Rez-de-chaussée,,110000,,,,,0,,,,,, 100.36 ares,,0, Bien neuf
 Quai de la Dérivation 28,Appartement,,110000,,,,,0,,,,,,,,0,
 Rue d'Armentières 13,Maison,,110000,,,,,0,,,,,, 1.7 are,,0,
 Quartier du Mayeur 52,Maison,,110000,,1,,,0,,,,,, 8.96 ares,,0,
 Chevauchoire de Viane 11,Maison,,110000,,,,,0,,,,,, 1.48 are,,0,
 chaussée de Tournai 311,Maison,,110000,,,,,0,,,,,, 5.67 ares,,0,
 Grand'Rue 97,Appartement,,110000,,,,,0,,,,,,,,0,
 Grand'Rue 97,Appartement,,110000,,,,,0,,,,,,,,0,
 emile vandervelde 25,Appartement,,110000,,1,,,0,,,,1, 0.8 are, 0.8 are,,0,
